,number,value,datetime_start,datetime_complete,duration,params_encoded_space_dim,params_learning_rate,params_momentum,params_n_channels,params_optimizer,params_weight_decay,system_attrs_fixed_params,state
99,99,0.25014081597328186,2021-06-21 23:56:36.793737,2021-06-21 23:56:36.994286,0 days 00:00:00.200549000,55,3.584115587425458e-05,0.8915538884469391,5,Adam,8.405133589230932e-06,,PRUNED
100,100,0.19122028350830078,2021-06-21 23:56:37.009912,2021-06-21 23:56:37.226088,0 days 00:00:00.216176000,66,0.00025795102057276254,0.776248553549343,9,Adam,2.4276258000595303e-05,,PRUNED
101,101,0.23524895310401917,2021-06-21 23:56:37.226088,2021-06-21 23:56:37.442281,0 days 00:00:00.216193000,51,0.0013397149761804248,0.9442687225614171,7,sgd,7.836131484388393e-05,,PRUNED
102,102,0.22634932398796082,2021-06-21 23:56:37.448793,2021-06-21 23:56:37.664991,0 days 00:00:00.216198000,95,0.003034827736966421,0.6088516549748412,7,sgd,4.239414064379874e-05,,PRUNED
103,103,0.2042146474123001,2021-06-21 23:56:37.664991,2021-06-21 23:56:37.865540,0 days 00:00:00.200549000,62,0.0010983149737917928,0.6359153785628657,7,sgd,4.817511286428038e-06,,PRUNED
104,104,0.16811220347881317,2021-06-21 23:56:37.865540,2021-06-21 23:57:19.076224,0 days 00:00:41.210684000,53,0.0006123855587172873,0.6736197067239809,6,sgd,5.584223523938036e-05,,PRUNED
105,105,0.2529262900352478,2021-06-21 23:57:19.076224,2021-06-21 23:57:19.292410,0 days 00:00:00.216186000,41,0.002390343670043744,0.8306823600375526,8,sgd,9.987776306660015e-06,,PRUNED
106,106,0.1932603120803833,2021-06-21 23:57:19.292410,2021-06-21 23:57:19.508611,0 days 00:00:00.216201000,28,0.004064990185293934,0.9886069732599972,7,Adam,8.706777017034831e-05,,PRUNED
107,107,0.20693060755729675,2021-06-21 23:57:19.508611,2021-06-21 23:57:19.746946,0 days 00:00:00.238335000,48,0.00013293143452833837,0.6650805072079451,6,Adam,1.3235814961736399e-05,,PRUNED
108,108,0.18378417193889618,2021-06-21 23:57:19.746946,2021-06-21 23:57:19.994409,0 days 00:00:00.247463000,45,0.001835444837482576,0.7275588692549638,7,Adam,2.3899946437282714e-06,,PRUNED
109,109,0.18549677729606628,2021-06-21 23:57:20.010018,2021-06-21 23:57:20.256396,0 days 00:00:00.246378000,75,0.0001702132086143599,0.8968185251667931,8,Adam,4.922910993791833e-05,,PRUNED
110,110,0.2058563232421875,2021-06-21 23:57:20.256396,2021-06-21 23:57:20.494743,0 days 00:00:00.238347000,100,9.298996225927674e-05,0.9290434191938693,10,Adam,3.564897236936189e-05,,PRUNED
111,111,0.23754063248634338,2021-06-21 23:57:20.494743,2021-06-21 23:57:20.710921,0 days 00:00:00.216178000,57,0.0009734874094639096,0.6401626714415088,6,sgd,5.0536039306949994e-05,,PRUNED
112,112,0.28982341289520264,2021-06-21 23:57:20.710921,2021-06-21 23:57:20.911485,0 days 00:00:00.200564000,54,0.0005781299789660365,0.6776485487064685,6,sgd,6.092169015581262e-05,,PRUNED
113,113,0.18474705517292023,2021-06-21 23:57:20.911485,2021-06-21 23:57:21.127654,0 days 00:00:00.216169000,60,0.0006602160713947611,0.6574361935313288,6,sgd,5.756870463064055e-05,,PRUNED
114,114,0.23416569828987122,2021-06-21 23:57:21.127654,2021-06-21 23:57:21.343837,0 days 00:00:00.216183000,52,0.0008355009662984606,0.6861332018155085,5,sgd,4.123255485836077e-06,,PRUNED
115,115,0.19921091198921204,2021-06-21 23:57:21.343837,2021-06-21 23:57:21.575638,0 days 00:00:00.231801000,64,0.0005044634995683974,0.6697395802038547,6,sgd,3.5382592972396596e-06,,PRUNED
116,116,0.24529874324798584,2021-06-21 23:57:21.575638,2021-06-21 23:57:21.822979,0 days 00:00:00.247341000,36,0.00041824493407243134,0.8834390512807426,7,sgd,2.0630116881340673e-05,,PRUNED
117,117,0.191106379032135,2021-06-21 23:57:21.822979,2021-06-21 23:57:22.039193,0 days 00:00:00.216214000,49,0.0014881863986881982,0.9712963756083718,6,Adam,3.1156956625510216e-05,,PRUNED
118,118,0.010451515205204487,2021-06-21 23:57:22.039193,2021-06-22 00:17:18.668613,0 days 00:19:56.629420000,21,0.0012115576303783594,0.8584724525408329,7,Adam,2.6969930917810325e-05,,COMPLETE
119,119,0.21371376514434814,2021-06-22 00:17:18.684239,2021-06-22 00:17:18.906959,0 days 00:00:00.222720000,11,0.0021304369203794986,0.8605331971199115,7,Adam,2.833250794903534e-06,,PRUNED
120,120,0.18715748190879822,2021-06-22 00:17:18.906959,2021-06-22 00:17:19.123165,0 days 00:00:00.216206000,5,0.002605278983521134,0.8695964280176047,7,Adam,1.6211398751617294e-05,,PRUNED
121,121,0.19186748564243317,2021-06-22 00:17:19.123165,2021-06-22 00:17:19.339339,0 days 00:00:00.216174000,18,0.0010608426237608574,0.7001227529130123,7,Adam,2.775382109915859e-05,,PRUNED
122,122,0.198019340634346,2021-06-22 00:17:19.339339,2021-06-22 00:17:19.555506,0 days 00:00:00.216167000,30,0.0012846011993172307,0.9096985722448009,7,Adam,9.119398002465971e-06,,PRUNED
123,123,0.21672341227531433,2021-06-22 00:17:19.555506,2021-06-22 00:17:19.771685,0 days 00:00:00.216179000,22,0.0007828041502845587,0.6183035233171376,7,Adam,3.9127060397508047e-05,,PRUNED
124,124,0.27800533175468445,2021-06-22 00:17:19.771685,2021-06-22 00:17:19.987867,0 days 00:00:00.216182000,43,0.00032805164151958224,0.8865064812834216,8,Adam,2.4163922623565294e-05,,PRUNED
125,125,0.2579268217086792,2021-06-22 00:17:19.987867,2021-06-22 00:17:20.210562,0 days 00:00:00.222695000,67,0.0006570241674418849,0.9189099595716589,6,Adam,1.1897774048872443e-05,,PRUNED
126,126,0.26847851276397705,2021-06-22 00:17:20.210562,2021-06-22 00:17:20.458006,0 days 00:00:00.247444000,72,0.0016483447286766938,0.9004584957690506,10,Adam,6.394482430415946e-05,,PRUNED
127,127,0.20003914833068848,2021-06-22 00:17:20.458006,2021-06-22 00:17:20.658570,0 days 00:00:00.200564000,39,0.0009371903677514982,0.790839667309078,6,sgd,2.9577806146506115e-05,,PRUNED
128,128,0.27802345156669617,2021-06-22 00:17:20.658570,2021-06-22 00:17:20.874738,0 days 00:00:00.216168000,25,0.0011458343669672457,0.8720583227936103,7,Adam,1.865437451149962e-05,,PRUNED
129,129,0.26669228076934814,2021-06-22 00:17:20.874738,2021-06-22 00:17:21.106553,0 days 00:00:00.231815000,16,2.6191810389461673e-05,0.8198581126948655,10,Adam,1.4449206684746515e-05,,PRUNED
130,130,0.27934664487838745,2021-06-22 00:17:21.106553,2021-06-22 00:17:21.360509,0 days 00:00:00.253956000,87,0.0014595634827384851,0.9805237992886717,9,Adam,2.255900329697928e-05,,PRUNED
131,131,0.2298542857170105,2021-06-22 00:17:21.360509,2021-06-22 00:17:21.576690,0 days 00:00:00.216181000,80,6.0283951260295264e-05,0.9579928101477216,9,sgd,3.2191327508027325e-06,,PRUNED
132,132,0.19989019632339478,2021-06-22 00:17:21.576690,2021-06-22 00:17:21.815009,0 days 00:00:00.238319000,83,4.0826434382405376e-05,0.9671838884468289,9,sgd,2.996349720011095e-06,,PRUNED
133,133,0.20443643629550934,2021-06-22 00:17:21.815009,2021-06-22 00:17:22.046820,0 days 00:00:00.231811000,93,4.925026121501977e-05,0.9514927378820087,9,sgd,2.2456524830191722e-06,,PRUNED
134,134,0.20767316222190857,2021-06-22 00:17:22.062447,2021-06-22 00:17:22.278400,0 days 00:00:00.215953000,53,1.8991384935572612e-05,0.9322690166592281,9,sgd,5.4103536560793606e-05,,PRUNED
135,135,0.26861464977264404,2021-06-22 00:17:22.278400,2021-06-22 00:17:22.516723,0 days 00:00:00.238323000,69,0.001965005480375178,0.8782392847417865,7,sgd,2.695961973922914e-06,,PRUNED
136,136,0.25329285860061646,2021-06-22 00:17:22.516723,2021-06-22 00:17:22.748543,0 days 00:00:00.231820000,80,0.0002276902488842548,0.9438151997309076,9,sgd,3.981020593955988e-06,,PRUNED
137,137,0.2616133689880371,2021-06-22 00:17:22.748543,2021-06-22 00:17:22.980342,0 days 00:00:00.231799000,90,6.726227720509026e-05,0.8929260880534522,10,Adam,2.6676344385671063e-05,,PRUNED
138,138,0.23679567873477936,2021-06-22 00:17:22.980342,2021-06-22 00:17:23.212157,0 days 00:00:00.231815000,56,1.669925459462862e-05,0.9177062852909791,8,Adam,7.486174423309575e-06,,PRUNED
139,139,0.18384550511837006,2021-06-22 00:17:23.212157,2021-06-22 00:17:23.434866,0 days 00:00:00.222709000,46,0.004445084892776453,0.7157949358873092,7,sgd,7.18270765632732e-05,,PRUNED
140,140,0.18588700890541077,2021-06-22 00:17:23.450488,2021-06-22 00:17:23.666717,0 days 00:00:00.216229000,96,0.0036857418356103723,0.9973588980238214,7,Adam,2.0028311122632404e-06,,PRUNED
141,141,0.21193212270736694,2021-06-22 00:17:23.666717,2021-06-22 00:17:23.882906,0 days 00:00:00.216189000,6,1.73029530681546e-05,0.9246248970366286,8,Adam,2.3949812817200463e-06,,PRUNED
142,142,0.29417625069618225,2021-06-22 00:17:23.882906,2021-06-22 00:17:24.099091,0 days 00:00:00.216185000,10,1.2972672699189464e-05,0.9399850584201604,8,Adam,2.51187345293702e-06,,PRUNED
143,143,0.29399776458740234,2021-06-22 00:17:24.099091,2021-06-22 00:17:24.337457,0 days 00:00:00.238366000,59,2.320813395170852e-05,0.935646384355603,9,Adam,3.004178489297144e-06,,PRUNED
144,144,0.2506900429725647,2021-06-22 00:17:24.337457,2021-06-22 00:17:24.553629,0 days 00:00:00.216172000,3,2.9483039415649766e-05,0.9566995572924242,8,Adam,3.652479578377346e-06,,PRUNED
145,145,0.23400413990020752,2021-06-22 00:17:24.553629,2021-06-22 00:17:24.801083,0 days 00:00:00.247454000,2,9.633978014671471e-05,0.9083143797158932,6,Adam,1.5724183922705463e-06,,PRUNED
146,146,0.19322583079338074,2021-06-22 00:17:24.801083,2021-06-22 00:17:25.001637,0 days 00:00:00.200554000,99,0.00012052575000613404,0.6512188174354341,6,Adam,2.784492448401799e-06,,PRUNED
147,147,0.28649044036865234,2021-06-22 00:17:25.001637,2021-06-22 00:17:25.255643,0 days 00:00:00.254006000,8,2.0925070364693148e-05,0.9043820409322372,9,Adam,3.3247610322773648e-06,,PRUNED
148,148,0.2813912630081177,2021-06-22 00:17:25.255643,2021-06-22 00:17:25.471816,0 days 00:00:00.216173000,2,2.5822727558664412e-05,0.7603572933502185,7,sgd,2.521358134075083e-06,,PRUNED
149,149,0.2715720534324646,2021-06-22 00:17:25.471816,2021-06-22 00:17:25.672405,0 days 00:00:00.200589000,65,7.513237457948758e-05,0.9775805712065765,4,Adam,3.4291277060395006e-05,,PRUNED
150,150,0.23292770981788635,2021-06-22 00:17:25.672405,2021-06-22 00:17:25.919810,0 days 00:00:00.247405000,78,1.0387456517764208e-05,0.8086631045375724,7,Adam,9.949821752266252e-05,,PRUNED
151,151,0.23294183611869812,2021-06-22 00:17:25.919810,2021-06-22 00:17:26.142514,0 days 00:00:00.222704000,100,0.0015619956911045643,0.8934456035578726,10,Adam,1.115683872475132e-05,,PRUNED
152,152,0.25559473037719727,2021-06-22 00:17:26.142514,2021-06-22 00:17:26.389953,0 days 00:00:00.247439000,62,0.001843456259205343,0.8787282486610767,10,Adam,5.725397123882186e-06,,PRUNED
153,153,0.2648715376853943,2021-06-22 00:17:26.389953,2021-06-22 00:17:26.690834,0 days 00:00:00.300881000,98,0.001212790508051204,0.9162804688548339,10,Adam,1.0002285099447909e-05,,PRUNED
154,154,0.27302640676498413,2021-06-22 00:17:26.690834,2021-06-22 00:17:26.929206,0 days 00:00:00.238372000,95,0.0023250948584646537,0.8574205870679745,10,Adam,1.2668157120540406e-05,,PRUNED
155,155,0.276261568069458,2021-06-22 00:17:26.929206,2021-06-22 00:17:27.207895,0 days 00:00:00.278689000,100,0.0027478327220713883,0.8900384190241157,10,Adam,2.198263111759242e-06,,PRUNED
156,156,0.21848565340042114,2021-06-22 00:17:27.207895,2021-06-22 00:17:27.477469,0 days 00:00:00.269574000,92,0.0013812220835485532,0.9294036899208469,10,Adam,1.9973247445567945e-05,,PRUNED
157,157,0.16044148802757263,2021-06-22 00:17:27.477469,2021-06-22 00:18:13.421948,0 days 00:00:45.944479000,12,0.00017144680723154074,0.947242818363272,7,sgd,8.265962797581449e-06,,PRUNED
158,158,0.2176085114479065,2021-06-22 00:18:13.429986,2021-06-22 00:18:13.643181,0 days 00:00:00.213195000,20,0.00018662331377631523,0.9473014190094916,7,sgd,6.300151614925085e-06,,PRUNED
159,159,0.22000712156295776,2021-06-22 00:18:13.643181,2021-06-22 00:18:13.881501,0 days 00:00:00.238320000,13,0.00015814892395068578,0.7347332470704762,7,sgd,3.2207188713413664e-06,,PRUNED
160,160,0.19723302125930786,2021-06-22 00:18:13.881501,2021-06-22 00:18:14.082050,0 days 00:00:00.200549000,11,0.0002528090780156103,0.9630161495257498,7,sgd,8.683148921525437e-06,,PRUNED
161,161,0.2679430842399597,2021-06-22 00:18:14.082050,2021-06-22 00:18:14.313868,0 days 00:00:00.231818000,22,3.6474610585932885e-05,0.9519086879438415,7,sgd,1.0221832980970523e-05,,PRUNED
162,162,0.2688743472099304,2021-06-22 00:18:14.313868,2021-06-22 00:18:14.530057,0 days 00:00:00.216189000,17,0.00020723121386344146,0.8998413203799406,7,sgd,1.757988319887167e-05,,PRUNED
163,163,0.21606571972370148,2021-06-22 00:18:14.545683,2021-06-22 00:18:14.777486,0 days 00:00:00.231803000,71,0.001743642638119292,0.677041907318709,6,Adam,7.883365686535234e-06,,PRUNED
164,164,0.19764626026153564,2021-06-22 00:18:14.777486,2021-06-22 00:18:14.984555,0 days 00:00:00.207069000,85,0.0030235131432349675,0.9270403375822839,7,sgd,6.998480814614145e-06,,PRUNED
165,165,0.22982905805110931,2021-06-22 00:18:15.000192,2021-06-22 00:18:15.231988,0 days 00:00:00.231796000,15,0.0012426898422054319,0.9381237276740262,9,Adam,3.031311214026596e-06,,PRUNED
166,166,0.2873036861419678,2021-06-22 00:18:15.231988,2021-06-22 00:18:15.501584,0 days 00:00:00.269596000,8,0.0020365360079647394,0.8825407817491093,8,Adam,2.5801185681668218e-05,,PRUNED
167,167,0.2195131629705429,2021-06-22 00:18:15.501584,2021-06-22 00:18:15.733377,0 days 00:00:00.231793000,74,0.000297356857928753,0.9116573755371034,6,sgd,4.764136741712827e-06,,PRUNED
168,168,0.26885175704956055,2021-06-22 00:18:15.733377,2021-06-22 00:18:15.949552,0 days 00:00:00.216175000,49,0.00046808889872164357,0.9862845510293176,7,Adam,1.164250100496263e-05,,PRUNED
169,169,0.19098789989948273,2021-06-22 00:18:15.949552,2021-06-22 00:18:16.234778,0 days 00:00:00.285226000,13,0.00017635255157811154,0.8661138531214254,10,Adam,4.4237657218579224e-05,,PRUNED
170,170,0.15475741028785706,2021-06-22 00:18:16.234778,2021-06-22 00:18:52.821509,0 days 00:00:36.586731000,76,0.00035182731885750087,0.9199811504360013,5,sgd,3.5789599493618587e-06,,PRUNED
171,171,0.2783239483833313,2021-06-22 00:18:52.821509,2021-06-22 00:18:53.044211,0 days 00:00:00.222702000,80,0.0002839116714729376,0.9192263897641729,5,sgd,3.4842465367648084e-06,,PRUNED
172,172,0.27512794733047485,2021-06-22 00:18:53.044211,2021-06-22 00:18:53.244768,0 days 00:00:00.200557000,78,0.0005388401492204017,0.9014439371394789,5,sgd,3.821070445188462e-06,,PRUNED
173,173,0.14927351474761963,2021-06-22 00:18:53.244768,2021-06-22 00:19:33.771842,0 days 00:00:40.527074000,76,0.00037079615265985373,0.9215555341487045,5,sgd,4.431219254364608e-06,,PRUNED
174,174,0.2080932855606079,2021-06-22 00:19:33.771842,2021-06-22 00:19:33.994528,0 days 00:00:00.222686000,71,0.0003879924829202207,0.9334436859279142,5,sgd,4.284960095087216e-06,,PRUNED
175,175,0.19390425086021423,2021-06-22 00:19:33.994528,2021-06-22 00:19:34.210727,0 days 00:00:00.216199000,75,0.0003792507438566119,0.947050633705917,5,sgd,2.7541478545952433e-06,,PRUNED
176,176,0.2159096598625183,2021-06-22 00:19:34.210727,2021-06-22 00:19:34.411327,0 days 00:00:00.200600000,77,0.00034716102655606206,0.9258190220128483,5,sgd,4.394801269745432e-06,,PRUNED
177,177,0.18741050362586975,2021-06-22 00:19:34.411327,2021-06-22 00:19:34.611882,0 days 00:00:00.200555000,73,0.00026322716403656964,0.9117395289893694,7,sgd,3.732425883284026e-06,,PRUNED
178,178,0.19845831394195557,2021-06-22 00:19:34.611882,2021-06-22 00:19:34.828064,0 days 00:00:00.216182000,76,0.00033967426998913574,0.9392341466679616,5,sgd,2.3675856234777753e-06,,PRUNED
179,179,0.2909225821495056,2021-06-22 00:19:34.828064,2021-06-22 00:19:35.028616,0 days 00:00:00.200552000,68,0.0003092281008635777,0.92399416428261,4,sgd,2.9775291097030453e-06,,PRUNED
180,180,0.29569900035858154,2021-06-22 00:19:35.028616,2021-06-22 00:19:35.229175,0 days 00:00:00.200559000,83,4.4246371139360194e-05,0.9728236796863027,5,sgd,5.148966270754445e-06,,PRUNED
181,181,0.24947261810302734,2021-06-22 00:19:35.229175,2021-06-22 00:19:35.445356,0 days 00:00:00.216181000,69,0.0015768833885880555,0.8942677648562259,7,sgd,9.162539571220682e-06,,PRUNED
182,182,0.23825562000274658,2021-06-22 00:19:35.445356,2021-06-22 00:19:35.630298,0 days 00:00:00.184942000,5,5.602248470603819e-05,0.9081795858681383,5,Adam,2.2477609383803962e-05,,PRUNED
183,183,0.25532564520835876,2021-06-22 00:19:35.645923,2021-06-22 00:19:35.877723,0 days 00:00:00.231800000,73,0.0004327070463261203,0.9200982677692671,7,Adam,3.411990540787777e-06,,PRUNED
184,184,0.2884240746498108,2021-06-22 00:19:35.877723,2021-06-22 00:19:36.100421,0 days 00:00:00.222698000,88,0.0010342506073746577,0.9564991955991599,9,sgd,2.866928614564186e-05,,PRUNED
185,185,0.24810540676116943,2021-06-22 00:19:36.100421,2021-06-22 00:19:36.300974,0 days 00:00:00.200553000,81,0.0006114304565294272,0.9007201274533534,4,Adam,2.60133369410145e-06,,PRUNED
186,186,0.1854589581489563,2021-06-22 00:19:36.300974,2021-06-22 00:19:36.532827,0 days 00:00:00.231853000,97,0.00022552439734998265,0.8880632353372695,8,Adam,3.2263711367375625e-06,,PRUNED
187,187,0.2469393014907837,2021-06-22 00:19:36.532827,2021-06-22 00:19:36.764633,0 days 00:00:00.231806000,85,0.004643171115552195,0.9155412969654687,9,sgd,8.230608201015307e-06,,PRUNED
188,188,0.19790276885032654,2021-06-22 00:19:36.764633,2021-06-22 00:19:37.002944,0 days 00:00:00.238311000,67,0.0024574014015837126,0.8453793809060861,10,Adam,1.3659501608519358e-05,,PRUNED
189,189,0.26551228761672974,2021-06-22 00:19:37.002944,2021-06-22 00:19:37.234793,0 days 00:00:00.231849000,63,0.00013698536571041213,0.9372672992752519,7,Adam,2.9023786609691057e-06,,PRUNED
190,190,0.2311144769191742,2021-06-22 00:19:37.234793,2021-06-22 00:19:37.450975,0 days 00:00:00.216182000,77,0.001385139035916654,0.6653789986631193,7,sgd,3.80637864988758e-06,,PRUNED
191,191,0.30091214179992676,2021-06-22 00:19:37.450975,2021-06-22 00:19:37.682781,0 days 00:00:00.231806000,43,0.0018731996194897922,0.7806449415279624,7,Adam,2.368240514094334e-06,,PRUNED
192,192,0.19757774472236633,2021-06-22 00:19:37.682781,2021-06-22 00:19:37.905489,0 days 00:00:00.222708000,51,0.0016533536898939293,0.7255167727824521,7,Adam,2.005445117120752e-06,,PRUNED
193,193,0.2542843222618103,2021-06-22 00:19:37.905489,2021-06-22 00:19:38.106045,0 days 00:00:00.200556000,45,0.0018285404365930653,0.7939517630664701,7,Adam,2.6172046391770596e-06,,PRUNED
194,194,0.20165342092514038,2021-06-22 00:19:38.106045,2021-06-22 00:19:38.306602,0 days 00:00:00.200557000,47,0.002148801290766254,0.7535090580660275,7,Adam,2.2425494732457547e-06,,PRUNED
195,195,0.23060418665409088,2021-06-22 00:19:38.306602,2021-06-22 00:19:38.538433,0 days 00:00:00.231831000,53,0.0008861973536658917,0.7388705485362703,7,Adam,1.7045819289785262e-06,,PRUNED
196,196,0.2517354488372803,2021-06-22 00:19:38.538433,2021-06-22 00:19:38.754605,0 days 00:00:00.216172000,100,0.0034069824236877193,0.6959052848204896,8,Adam,4.904906829308366e-05,,PRUNED
197,197,0.19915060698986053,2021-06-22 00:19:38.754605,2021-06-22 00:19:38.986408,0 days 00:00:00.231803000,82,0.001466380978346269,0.9307123044905982,7,Adam,3.151753782718713e-05,,PRUNED
198,198,0.2072032392024994,2021-06-22 00:19:38.986408,2021-06-22 00:19:39.209106,0 days 00:00:00.222698000,37,0.003842567446706801,0.7689111259208133,6,Adam,4.694029519916442e-06,,PRUNED
199,199,0.1915077418088913,2021-06-22 00:19:39.209106,2021-06-22 00:19:39.440929,0 days 00:00:00.231823000,46,0.00020704157806944747,0.6303185777748809,9,sgd,5.472140113702955e-05,,PRUNED
